INPUT,COMMON,SCIENTIFIC,QAQC,ACP,ACP_EST,BLSC,BLSC_EST,CRD,CRD_EST,WBPHS,WBPHS_EST,YKD,YKD_EST
UMSH,Unidentified mid-sized shorebird,Shorebird spp.,XXXX,XXXX,0,XXXX,0,XXXX,0,XXXX,0,XXXX,0
UNPA,Unidentified Passerine,Passeriner spp.,XXXX,XXXX,0,XXXX,0,XXXX,0,XXXX,0,XXXX,0
UNPH,Unidentified Phalarope,Phalaropus spp.,XXXX,XXXX,0,XXXX,0,XXXX,0,XXXX,0,XXXX,0
UNSA,Unidentified Shorebird,Shorebird spp.,XXXX,XXXX,0,XXXX,0,XXXX,0,XXXX,0,XXXX,0
UNSB,Unidentified Shorebird,Shorebird spp.,XXXX,XXXX,0,XXXX,0,XXXX,0,XXXX,0,XXXX,0
UNTU,Unidentified Turnstone,Arenaria spp.,XXXX,XXXX,0,XXXX,0,XXXX,0,XXXX,0,XXXX,0
UNYE,Unidentified Yellowlegs,Tringa spp.,XXXX,XXXX,0,XXXX,0,XXXX,0,XXXX,0,XXXX,0
USSB,Unidentified small shorebird,Shorebird spp.,XXXX,XXXX,0,XXXX,0,XXXX,0,XXXX,0,XXXX,0
USSH,Unidentified small shorebird,Shorebird spp.,XXXX,XXXX,0,XXXX,0,XXXX,0,XXXX,0,XXXX,0
WESA,Western Sandpiper,Calidris mauri,XXXX,XXXX,0,XXXX,0,XXXX,0,XXXX,0,XXXX,0
WHIM,Whimbrel,Numenius phaeopus,XXXX,XXXX,0,XXXX,0,XXXX,0,XXXX,0,XXXX,0
YELE,Unidentified Yellowlegs,Tringa spp.,XXXX,XXXX,0,XXXX,0,XXXX,0,XXXX,0,XXXX,0
YELG,Unidentified Yellowlegs,Tringa spp.,XXXX,XXXX,0,XXXX,0,XXXX,0,XXXX,0,XXXX,0
YESP,Unidentified Yellowlegs,Tringa spp.,XXXX,XXXX,0,XXXX,0,XXXX,0,XXXX,0,XXXX,0
WEGR,Western Grebe,Aechmophorus occidentalis,WEGR,WEGR,0,WEGR,0,WEGR,0,WEGR,1,WEGR,0
GWFG,Greater White-fronted Goose,Anser albifrons,GWFG,GWFG,1,GWFG,0,GWFG,0,GWFG,1,GWFG,1
GWFGN,Greater White-fronted Goose,Anser albifrons,XXXX,XXXX,0,XXXX,0,XXXX,0,XXXX,0,XXXX,0
WF.N,Greater White-fronted Goose,Anser albifrons,XXXX,XXXX,0,XXXX,0,XXXX,0,XXXX,0,XXXX,0
WFGN,Greater White-fronted Goose,Anser albifrons,XXXX,XXXX,0,XXXX,0,XXXX,0,XXXX,0,XXXX,0
WFGO,Greater White-fronted Goose,Anser albifrons,GWFG,GWFG,1,GWFG,0,GWFG,0,GWFG,1,GWFG,1
WFNE,Greater White-fronted Goose,Anser albifrons,XXXX,XXXX,0,XXXX,0,XXXX,0,XXXX,0,XXXX,0
PTAR,Unidentified Ptarmigan,Lagopus spp.,XXXX,XXXX,0,XXXX,0,XXXX,0,XXXX,0,XXXX,0
ROPT,Rock Ptarmigan,Lagopus muta,XXXX,XXXX,0,XXXX,0,XXXX,0,XXXX,0,XXXX,0
UNPT,Unidentified Ptarmigan,Lagopus spp.,XXXX,XXXX,0,XXXX,0,XXXX,0,XXXX,0,XXXX,0
WIPT,Willow Ptarmigan,Lagopus lagopus,XXXX,XXXX,0,XXXX,0,XXXX,0,XXXX,0,XXXX,0
WWSC,White-winged Scoter,Melanitta fusca,WWSC,WWSC,1,XXXX,0,WWSC,0,WWSC,1,WWSC,1
WWSC1,White-winged Scoter,Melanitta fusca,WWSC,XXXX,0,WWSC,1,XXXX,0,XXXX,0,XXXX,0
WWSC2,White-winged Scoter,Melanitta fusca,WWSC,XXXX,0,WWSC,1,XXXX,0,XXXX,0,XXXX,0
WWSC3,White-winged Scoter,Melanitta fusca,WWSC,XXXX,0,WWSC,1,XXXX,0,XXXX,0,XXXX,0
WWSC4,White-winged Scoter,Melanitta fusca,XXXX,XXXX,0,XXXX,0,XXXX,0,XXXX,0,XXXX,0
WWSC5,White-winged Scoter,Melanitta fusca,WWSC,XXXX,0,WWSC,1,XXXX,0,XXXX,0,XXXX,0
YBLO,Yellow-billed Loon,Gavia adamsii,YBLO,YBLO,1,YBLO,0,YBLO,0,YBLO,1,YBLO,1
YBLOB,Yellow-billed Loon,Gavia adamsii,XXXX,XXXX,0,XXXX,0,XXXX,0,XXXX,0,XXXX,0
YBLON,Yellow-billed Loon,Gavia adamsii,XXXX,XXXX,0,XXXX,0,XXXX,0,XXXX,0,XXXX,0
YEWA,Yellow Warbler,Setophaga petechia,XXXX,XXXX,0,XXXX,0,XXXX,0,XXXX,0,XXXX,0
YWAG,Eastern Yellow Wagtail,Motacilla tschutschensis,XXXX,XXXX,0,XXXX,0,XXXX,0,XXXX,0,XXXX,0
YWAR,Yellow Warbler,Motacilla tschutschensis,XXXX,XXXX,0,XXXX,0,XXXX,0,XXXX,0,XXXX,0
